text,hate
@sharma6111956 Yeah fake rape cases should be stopped but Asaram should't be released. He is a danger to the society. He does Brain wash of people and can create chaos in future. #KeepAsaramInJail #Rapist #FakeGuru,1
@msdhoni is Lt. Colonel and he has  right to wear that balidan badge glove...india is proud of @msdhoni.  #DhoniKeepsTheGlove,0
None of the media shown us such index..... Thank you Sourav Ghosh for your information,0
Do you want to see today @msdhoni like this sir @sachin_rt ?    #AskStar #sachinopenagain #INDvAUS #WorldCup2019 #live #msdhonigloves #DhoniKeepsTheGlove https://t.co/E05fjfROCC,0
They wont be applauding when he fucks up Brexit. Only a moron can look at what Johnson has done as a politician and conclude that hell do what he says he will.,1
Perfect example of SOLD media house. Just like SONIA/RAHUL GANDHI who will sell anything ifthe price is right.,1
Fuck this noise pic.twitter.com/hagsuY2IEC,1
"#GandiNaaliAbuse | I don't think anyone will sympathise with the comment he has made, every time Congress has made these statements, BJP has been at an advantage: Asif Bhamla, Political Commentator & President- Bhamla Foundation ",1
"""Nepotism "" exists all over the world and all sort of profession. Talent , dedication and ability are the only things carry you forward in any profession . After all personal success is your own achievement, just not getting a job is not enough to climb the ladders . Freedom of speech and feminism are two different matters .",0
Because it is paid for that. Bjp has no development agenda so...,1
"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues),  India-NZ will win jointly 🤣🤣. #ShameOnICC",1
I would like to congratulate CNBC 18 for getting so many record breaking comments. 😂 Never seen so many comments your post. Never knew there are so many hasty and self proclaimed political gurus in the country. Zero level of critical thinking in most comments.,1
Pigs lust for blood never ends until they are all eliminated,1
Karan Kadam,0
Too #innocent to be a #murderer. The Strange Killer: A Gripping Mystery Novel (The Missing Thieves Book 4) by ... https://t.co/WUUiCzM6Jc via @amazon,0
I must ask #Dhoni to withdraw from @ICC  world cup. Why @adgpi allowed #dhoni to wear insignia during a cricket match. Do Indian Army need such a cheap trick ?  #DhoniKeepTheGlove #DhoniKeepsTheGlove,0
Jio has changed the way we Google. Thanx to jio,0
"@senatemajldr °  Well Mitch, when it comes to judicial  appointments... Every one from the  Trump Presidency will be nullified.               #TrumpIsATraitor  °",0
As to sing vande Matram hurts your people.  Your actions can also hurt others,1
Obviously...,1
There are no poor people suffering .. the people are suffering are them who got crores of crores of rupees in black money..,0
"#BorisJohnsonShouldNotBePM what kind of country have we become when we hold ‘wit, humour and charisma’ in higher regard than ‘intellect, competence, and understanding’? Our world is becoming a reflection of reality TV, a diluted and thinned version of what was once good.",0
Idiotic suggestions ... This is a massive move and should be supported,0
"Red beacons will be done away with for VIPs from May 1, 2017: FM",0
Oh really,1
U can hold it with shot term tgt 500+ SL 460,0
Why now media is disclosing these 11000 bills at the peak  of mcd elections....n overall its not paid n under inspection.....,1
Sure Punam Chavan i follow CNBC-TV18 its on my timeline hhahhahhaha phone pe we'll chat ;),0
Do not expect a drastic improvement in India's exports: Commerce Minister,0
मोदी जी उसी की भाषा में जवाब का इंतजार हम चाहते है पाकिस्तान से,0
Yes bro,0
@KP24 @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/TKfg1rJPeh,1
"Most of Private Banks ATM's Like HDFC, ICICI etc are out of cash. Only Public sector bank's ATM working",0
#ShameOnICC  #BCCI   should start own world cricket council.  #RIPICC,1
@BDUTT @msdhoni @adgpi One of a rare time to be agreed with you!   #DhoniKeepsTheGlove,0
"@WhiteHouse Maybe if #IdiotTrump waves his freaky baby hands around way more, the magic will totally happen!",0
Ofcourse. Pak produces JF-17 & missiles for #Ind needs and deserves :-P,0
50 days is over modi sir do something for money problem,1
They won't get goats there,1
"Isreal is God's nation, a nation that belongs to the Jews",0
"The content u wrote describe ur frustration towards his tweets.. becoz u too know that imposing or forcing electronic sounds in early morning, Shud be deeply condemned.. bt u don't want to face the reality..",1
"Anuj any idea about sterlite technologies it moved 4 .5% today , can we expect more",0
"Yes, I’m still convinced that he’s just as happy with negative attention because any attention is better than none but his team are in pre GE campaign mode and only want positive “optics”.",0
The Vaping Congressman's Wife Has Flipped #Resist #ResistTrump #FuckTrump https://t.co/MDJHyTrmW2,0
"@arifmohammadk Indians do not have any connection with the logic in any way. #DhoniKeepsTheGlove is a useless campaign. Better sense should prevail. Its a cricket game, play it with sportsmanship and dont try to be Chaudhary of cricket.  Adivce from Pakistan",0
What kind of wish is that Ex CM wants his state to burn...@ncbn he is sounding like a FASCIST..he will be liked only Mitra @moitra_mahua and Mamata banerji @MamataOfficial,1
"He is coming To Bihar  too, that unsettles all",1
"YES TRUE ..  WGY WE ARE NOT TAKING ANY STEPS TO IMPLEMENT SOME DISCIPLINE IN THE PARLIAMENT.  THERE ARE MANY LAWS TO DISCIPLINE CHILDREDN IN SCHOOLS, NATIONALS IN THE COUNTRY BUT THERE ARE NO RULES TO DISCPLINE OUR LEGISLATURES, MPs IN THE HOUSE.  WHY NOT THE SYSTEM OF DEDUCTION OF THEIR ALLOWANCES & SALARIES PROPORTIONATELY FOR DISRUPTING  THE FUNCTIONING OF THE HOUSE.  I FEEL IT IS THE NEED OF THE HOUR TO TAKE UP THE MATTER BY ALL MEDIA & YOUNG GENERATION FOR A FUTURISTIC NATION.",0
"And at the time of your god there was loudspeaker that you are playing daily bhajan in loudspeaker , well done bro! Your thinking capacity is too high😛 !",1
Ramya krishnan anushka prabhas and of course rajamouli sir the real person to choose these artists loved every bit of the movie 👌🏻👍🏼,0
Agreed.,0
Trending of #ShameOnICC shows how much we are focussed over the real world needs.,0
#JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay    Finally ....  #FuckTrump,0
try to respect all religions mr nigam,1
my simple question......soldiers got killed with fire....how come their bodies were mutilated ?? this shows they were in Pakistani territory.....and if they were in Pakistani territory they were surely at wrong place and met their fate....and as far as mutilation is concerned this claim is absurd......neither we mutilate nor we use humans as shield like indian army does.....this is how we treat soldiers ....ur very dear chandu Lal chohan,1
"The presence of mixed motivations in conversion does not negate true conversion; it merely reinforces that those who come to faith are human beings, flawed and fallen, and that God is at work waking the dead to life. Resist cynicism; love extravagantly.",0
@samiprajguru  u keep playing whole year  make runs but if u fail at big stages like world cup or any other ICC event then there will b ? mark on captain. Virat fails at big stages like 2015 WC semi final.Dont compare him with Dhoni.Dhoni was far better.,0
.@BorisJohnson is using his column this morning to promise tax cuts for high earners. This would cost £9.6bn.    Never mind spending that on things like:    👉🏾Supporting the 4.5m children in poverty    👉🏾Helping the record number of families using food banks    #BorisJohnsonShouldNotBePM,0
This news is completely false and baseless....There is nothing official from Kuwait,1
Hi Dear @ICC Mumbai too is ready for your kind of #WorldCup2019   Just FYI     #CWC19 #CricketKaCrown #WashoutWorldCup #ShameOnICC https://t.co/vRSWvj1ENL,0
Islam teaches us to live by the law of the lands. What she did was a disgrace. Nowhere in islam does it say she has to dress the way she does and many muslim countries forbid it but this country allows it because it's democratic. Sadly her actions have given Muslims a bad image.,1
